slide_id,state,district,slide_name,slide_no,nh_sh_location,latitude,longitude,coordinate_valid,material_involved,movement_type,history,history_date,date_available,source
163,Assam,Dima Hasao,Jatinga Lampur landslide.,AS/DH/83C16/2018/002,"Between Jatinga Lampur 
Railway Station and Harangajao 
Railway Station.",25.146306,93.942167,True,Debris,Slide,14 June 2018,2018-06-14,True,GSI Bhusanket
164,Assam,Dima Hasao,New Haflong R. S slide(1),ASM/DH/83G4/2016/02,"West slope of New Haflong 
Railway Station.",25.146778,93.030972,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
165,Assam,Dima Hasao,New Haflong R.S. slide - (2),ASM/DH/83G4/2016/43,New Haflong Railway Station,25.148722,93.031917,True,Debris,Slide,2016,,False,GSI Bhusanket
166,Assam,Dima Hasao,,AS/DIH/83G08/2020/21,"Data recorded from Hejaichak 
to Hangrum road",25.15,93.37,True,Debris,Slide,,,False,GSI Bhusanket
167,Assam,Dima Hasao,Boro Haflong-1,ASM/DH/83G4/2016/15,"Near Boro Haflong village, 
Haflong",25.150694,93.025833,True,Debris,Slide,2016,,False,GSI Bhusanket
168,Assam,Dima Hasao,Pura slide.-2,AS/DIM/83G4/2015/41,Near Pura village,25.155,93.067,True,Earth,Slide,2014,,False,GSI Bhusanket
169,Assam,Dima Hasao,"Pura,NH-54",AS/DIM/83G4/2015/42,Pura,25.155,93.067,True,Earth,Slide,2014,,False,GSI Bhusanket
170,Assam,Dima Hasao,Pura slide.,AS/DIM/83G4/2015/26,"NH-54,Near Pura village",25.155,93.073,True,Earth,Slide,2014,,False,GSI Bhusanket
171,Assam,Dima Hasao,Mahadev Tila slide-2,ASM/DH/83G4/2016/25,Haflong town,25.155611,93.022222,True,Debris,Slide,2016,,False,GSI Bhusanket
172,Assam,Dima Hasao,Mahadev Tilla-1,ASM/DH/83G4/2016/24,"Mahadev Tilla, Haflong",25.155722,93.022778,True,Earth,Slide,2016,,False,GSI Bhusanket
173,Assam,Dima Hasao,Bara Haflong,AS/DIM/83G4/2015/57,"Bara Haflong,Near New Haflong 
RS",25.156,93.018,True,Earth,Slide,2014,,False,GSI Bhusanket
174,Assam,Dima Hasao,Haflong-Jatinga road section slide-02,ASM/DH/83G4/2016/27,Haflong  town,25.156389,93.018389,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
175,Assam,Dima Hasao,Haflong-Jatinga road section slide-01,ASM/DH/83G4/2016/26,Haflong  town,25.156583,93.019611,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
176,Assam,Dima Hasao,G. C. Langthasa High school slide,ASM/DH/83G4/2016/06,"Near Mahadev Tila, Haflong",25.156694,93.017667,True,Debris,Slide,1998,,False,GSI Bhusanket
177,Assam,Dima Hasao,Pura Sinking Zone village,AS/DIM/83G4/2015/64,Pura village on NH-54,25.157,93.062,True,Earth,Slide,2014,,False,GSI Bhusanket
178,Assam,Dima Hasao,Pura-4,AS/DIM/83G4/2015/43,"Pura,NH-54",25.157,93.066,True,Earth,Slide,2014,,False,GSI Bhusanket
179,Assam,Dima Hasao,Haflong-Jatinga road section slide-04,ASM/DH/83G4/2016/29,Haflong  town,25.157139,93.017194,True,Debris,Slide,2016,,False,GSI Bhusanket
180,Assam,Dima Hasao,Haflong-Jatinga road section slide-03,ASM/DH/83G4/2016/28,Haflong  town,25.157361,93.016083,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
181,Assam,Dima Hasao,Gadhi Rojai Slide,ASM/DH/83G4/2016/30,Haflong  town,25.159333,93.017,True,Earth,Slide,2016,,False,GSI Bhusanket
182,Assam,Dima Hasao,Songpiang-2,ASM/DH/83G4/2016/14,"Songpiang village, Haflong",25.163444,93.023167,True,Debris,Slide,2016,,False,GSI Bhusanket
183,Assam,Dima Hasao,96 km Migrendisa slide,ASM/DH/83G4/2016/42,"96 km, Migrendisa – Haflong rail 
section, near Diyung bridge.",25.164,93.040194,True,Debris,Slide,2016,,False,GSI Bhusanket
184,Assam,Dima Hasao,Songpiang-1,ASM/DH/83G4/2016/13,"Songpiang village, Haflong",25.165639,93.025444,True,Debris,Slide,2016,,False,GSI Bhusanket
185,Assam,Dima Hasao,Pangmol,AS/DIM/83G4/2015/44,Near Pangmol village,25.169,93.155,True,Earth,Slide,,,False,GSI Bhusanket
186,Assam,Dima Hasao,Riao slide,AS/DIM/83G4/2015/45,Near Riao village.,25.169,93.156,True,Earth,Slide,,,False,GSI Bhusanket
187,Assam,Dima Hasao,,AS/DIH/83G08/2020/15,"Data recorded from Hejaichak 
to Hangrum road",25.17,93.36,True,Rock,Slide,,,False,GSI Bhusanket
188,Assam,Dima Hasao,,AS/DIH/83G08/2020/46,"Along Jenam river, Laisong area",25.17,93.29,True,Debris,Slide,,,False,GSI Bhusanket
189,Assam,Dima Hasao,"Huonveng, N.D Raji-3",ASM/DH/83G4/2016/12,"N.D Raji (Hmar)village, Haflong",25.171889,93.003944,True,Debris,Slide,2016,,False,GSI Bhusanket
190,Assam,Dima Hasao,N.D Raji (Hamar)-2,ASM/DH/83G4/2016/11,"N.D Raji (Hamar)village, Haflong 25.175056",,93.020417,False,Debris,Slide,2016,,False,GSI Bhusanket
191,Assam,Dima Hasao,N.D Raji.-1,ASM/DH/83G4/2016/10,"N.D Raji village, Haflong",25.175972,93.020167,True,Debris,Slide,2016,,False,GSI Bhusanket
192,Assam,Dima Hasao,Mahur,ASM/DH/83G4/2016/23,Mahur,25.176389,93.116139,True,Debris,Slide,2016,,False,GSI Bhusanket
193,Assam,Dima Hasao,Khongsai slide- 2,ASM/DH/83G4/2016/08,"Khongsai village, Haflong",25.176917,93.026556,True,Earth,Slide,2014,,False,GSI Bhusanket
194,Assam,Dima Hasao,Muolhoi /Gilgal,ASM/DH/83G4/2016/09,"Muolhoi /Gilgal village, Haflong",25.177028,93.020889,True,Earth,Slide,2016,,False,GSI Bhusanket
195,Assam,Dima Hasao,Khongsai slide-1,ASM/DH/83G4/2016/05,"Khongsai village, Haflong",25.1775,93.026222,True,Earth,Slide,2014,,False,GSI Bhusanket
196,Assam,Dima Hasao,Migrendisa slide,ASM/DH/83G4/2016/01,"Near Migrendisa Railway 
Station, Migrendisa",25.179861,93.070778,True,Debris,Slide,2016,,False,GSI Bhusanket
197,Assam,Dima Hasao,,AS/DIH/83G08/2020/14,"Data recorded from Hejaichak 
to Hangrum road",25.18,93.33,True,Debris,Slide,,,False,GSI Bhusanket
198,Assam,Dima Hasao,,AS/DIH/83G08/2020/39,"Along Jenam river, Laisong area",25.18,93.3,True,Rock,Slide,,,False,GSI Bhusanket
201,Assam,Dima Hasao,Newngalsong,ASM/DH/83G4/2016/20,"Newngalsong village, Mahur",25.184528,93.125639,True,Debris,Slide,2016,,False,GSI Bhusanket
202,Assam,Dima Hasao,Phaeding-Sunbung Subsidence,AS/DIM/83G4/2015/62,8.5 km from Mahur; NH-54,25.186,93.104,True,Earth,Slide,2014,,False,GSI Bhusanket
203,Assam,Dima Hasao,Heuwangaberam-2,ASM/DH/83G4/2016/21,"Heuwangaberam village, Mahur 25.18725",,93.120556,False,Debris,Slide,2016,,False,GSI Bhusanket
204,Assam,Dima Hasao,Bara-wapu village subsidence,AS/DIM/83G4/2015/63,"South of Bara-wapu village on 
NH-54",25.188,93.066,True,Earth,Slide,2014,,False,GSI Bhusanket
205,Assam,Dima Hasao,"Lower Haflong slide (Haflong – 
Gunjung road-12)",ASM/DH/83G4/2016/41,"Haflong – Gunjung road section, 
Lower Haflong",25.188444,93.019667,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
206,Assam,Dima Hasao,Asalu slide,AS/DIM/83G4/2015/37,"Laisong road, Asalu.",25.189,93.192,True,Earth,Slide,,,False,GSI Bhusanket
207,Assam,Dima Hasao,Impoi,AS/DIM/83G4/2015/38,"Near Impoi village, Laisong road 25.189",,93.226,False,Earth,Slide,,,False,GSI Bhusanket
208,Assam,Dima Hasao,Mahur railway station slide,ASM/DH/83G4/2016/53,"Mahur railway station, Haflong",25.189556,93.096417,True,Debris,Slide,2016,,False,GSI Bhusanket
209,Assam,Dima Hasao,Asalu-3,AS/DIM/83G4/2015/40,"Asalu,SH",25.19,93.191,True,Earth,Slide,,,False,GSI Bhusanket
210,Assam,Dima Hasao,,AS/DIH/83G08/2020/34,"Along Jenam river, Laisong area",25.19,93.3,True,Rock,Slide,,,False,GSI Bhusanket
213,Assam,Dima Hasao,Asalu-2,AS/DIM/83G4/2015/39,"Asalu,NH-54",25.191,93.192,True,Earth,Slide,,,False,GSI Bhusanket
214,Assam,Dima Hasao,Heuwangaberam-3,ASM/DH/83G4/2016/22,"Heuwangaberam village, Mahur 25.193083",,93.120417,False,Earth,Slide,2016,,False,GSI Bhusanket
215,Assam,Dima Hasao,"Lungkok slide (Haflong – Gunjung road-
11)",ASM/DH/83G4/2016/40,"Haflong – Gunjung road section, 
Lungkok village, Lower Haflong",25.196694,93.018583,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
216,Assam,Dima Hasao,Haflong-Gunjung road section slide-10 Lower Haflong,ASM/DH/83G4/2016/39,,25.199722,93.016722,True,Debris,Slide,2016,,False,GSI Bhusanket
217,Assam,Dima Hasao,,AS/DIH/83G08/2020/1,"Data collected from Mahur-
Toulpui road.",25.2,93.25,True,Rock,Slide,,,False,GSI Bhusanket
219,Assam,Dima Hasao,Heuwangbram,AS/DIM/83G4/2015/50,"Near Heuwangbram ,NH-54",25.201,93.122,True,Earth,Slide,2014,,False,GSI Bhusanket
220,Assam,Dima Hasao,Riao,AS/DIM/83G4/2015/48,Near Riao Village.,25.204,93.059,True,Earth,Slide,,,False,GSI Bhusanket
221,Assam,Dima Hasao,Phaiding slide,ASM/DH/83G4/2016/54,"Phaiding, Haflong",25.204556,93.138889,True,Debris,Slide,2016,,False,GSI Bhusanket
222,Assam,Dima Hasao,Pangmol-2,AS/DIM/83G4/2015/46,Near Pangmol village,25.205,93.059,True,Earth,Slide,,,False,GSI Bhusanket
223,Assam,Dima Hasao,Riao,AS/DIM/83G4/2015/47,Near Riao village.,25.205,93.008,True,Earth,Slide,,,False,GSI Bhusanket
224,Assam,Dima Hasao,Haflong – Gunjung slide-1,ASM/DH/83G4/2016/07,"Near  Gunjung village road 
section",25.205528,93.020139,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
225,Assam,Dima Hasao,Semdikhar,AS/DIM/83G4/2015/53,"Semdikhar,NH-54",25.206,93.126,True,Earth,Slide,2014,,False,GSI Bhusanket
226,Assam,Dima Hasao,Heuwangberam subsidence zone-1,ASM/DH/83G4/2016/03,"NH 54, Heuwangberam",25.207389,93.122778,True,Debris,Subsidence,2016,,False,GSI Bhusanket
227,Assam,Dima Hasao,Heuwangbram,AS/DIM/83G4/2015/51,"Near Heuwangbram ,NH-54",25.208,93.121,True,Earth,Slide,2014,,False,GSI Bhusanket
228,Assam,Dima Hasao,,AS/DIH/83G08/2020/12,"Data collected from Mahur-
Toulpui road.",25.21,93.25,True,Debris,Slide,,,False,GSI Bhusanket
229,Assam,Dima Hasao,,AS/DIH/83G08/2020/25,Laisong Bazar to Hejaichak  road 25.21,,93.31,False,Debris,Slide,,,False,GSI Bhusanket
230,Assam,Dima Hasao,,AS/DIH/83G08/2020/27,"Namna river, Laisong Bazar",25.21,93.31,True,Debris,Slide,2018,,False,GSI Bhusanket
231,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
07",ASM/DH/83G4/2016/36,Near  Gunjung village road,25.214944,93.021611,True,Debris,Slide,2016,,False,GSI Bhusanket
232,Assam,Dima Hasao,Robi Nala Slide,AS/DIM/83C16/2017/05,MichiduiHaflong road,25.216881,92.982245,True,Debris,Slide,,,False,GSI Bhusanket
233,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
09",ASM/DH/83G4/2016/38,"Haflong town, Dima Hasao",25.216944,93.011361,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
234,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
08",ASM/DH/83G4/2016/37,"Near  Gunjung village road 
section",25.2185,93.013111,True,Debris,Slide,2016,,False,GSI Bhusanket
235,Assam,Dima Hasao,,AS/DIH/83G08/2020/2,"Laisong bazar to Chhota Laisong 
road",25.22,93.29,True,Debris,Slide,,,False,GSI Bhusanket
237,Assam,Dima Hasao,,AS/DIH/83G08/2020/9,Hejaichak to Hangrum road,25.22,93.34,True,Debris,Slide,,,False,GSI Bhusanket
239,Assam,Dima Hasao,,AS/DIH/83G08/2020/13,Hejaichak to Hangrum road,25.22,93.35,True,Debris,Slide,,,False,GSI Bhusanket
240,Assam,Dima Hasao,,AS/DIH/83G08/2020/24,Laisong Bazar to Hejaichak  road 25.22,,93.32,False,Debris,Slide,,,False,GSI Bhusanket
242,Assam,Dima Hasao,Phiding slide,AS/DH/83G04/2018/003,"Near Phiding Railway Station. 
Between Mahur and Phiding RS, 
NFR.",25.224278,93.222861,True,Debris,Slide,14 June 2018,2018-06-14,True,GSI Bhusanket
243,Assam,Dima Hasao,Mahur-Wadringdisa slide,AS/NC/83G04/2009-10/AS-6,,25.229556,93.1556,True,Debris,Slide,02 April 2010,2010-04-02,True,GSI Bhusanket
244,Assam,Dima Hasao,,AS/DIH/83G08/2020/28,Kipeilua village,25.23,93.34,True,Debris,Slide,,,False,GSI Bhusanket
245,Assam,Dima Hasao,,AS/DIH/83G08/2020/45,"Along Jenam river, Laisong area",25.23,93.29,True,Debris,Slide,2018,,False,GSI Bhusanket
246,Assam,Dima Hasao,Kalimkhu,AS/DIM/83C16/2018/26,"Kalimkhu (MauldemNew 
Sangbar road)",25.238045,92.801279,True,Soil,Slide,,,False,GSI Bhusanket
247,Assam,Dima Hasao,,AS/DIH/83G08/2020/4,"Laisong bazar to Chhota Laisong 
road",25.24,93.28,True,Debris,Slide,,,False,GSI Bhusanket
248,Assam,Dima Hasao,,AS/DIH/83G08/2020/5,"Laisong bazar to Chhota Laisong 
road",25.24,93.27,True,Debris,Slide,,,False,GSI Bhusanket
250,Assam,Dima Hasao,Heuwangbram,AS/DIM/83G4/2015/52,"Near Heuwangbram ,NH-54",25.242,93.14,True,Earth,Slide,2014,,False,GSI Bhusanket
251,Assam,Dima Hasao,Kobak Slide.,ASM/DIM/83C15/2017/03,"New Sangbar_ Kobak District 
Road.",25.257696,92.809603,True,Earth,Slide,,,False,GSI Bhusanket
252,Assam,Dima Hasao,Thingje–Hereilo slide No.1,AS/DIM/83G07/2017/65,Thingje–Hereilo  road section,25.263528,93.390611,True,Rock,Slide,,,False,GSI Bhusanket
253,Assam,Dima Hasao,Thingje–Hereilo slide No.2,AS/DIM/83G07/2017/66,Thingje–Hereilo  road section,25.264056,93.409528,True,Rock cum debris,Slide,,,False,GSI Bhusanket
254,Assam,Dima Hasao,Guilong–Semkhor slide No.1,AS/DIM/83G07/2017/27,Guilong–Semkhor  road section,25.278472,93.252972,True,Rock cum debris,Slide,,,False,GSI Bhusanket
255,Assam,Dima Hasao,Guilong–Semkhor slide No.2,AS/DIM/83G07/2017/28,Guilong–Semkhor  road section,25.278917,93.253194,True,Rock cum debris,Slide,,,False,GSI Bhusanket
256,Assam,Dima Hasao,Guilong–Semkhor slide No.3,AS/DIM/83G07/2017/29,Guilong–Semkhor road section.,25.282861,93.296111,True,Debris,Slide,,,False,GSI Bhusanket
257,Assam,Dima Hasao,Kobak,ASM/DIM/83C15/2017/04,New Sangbar-Kobak Road,25.290089,92.799175,True,Debris cum earth,Slide,,,False,GSI Bhusanket
258,Assam,Dima Hasao,Nchen–Ngaulong slide No.2,AS/DIM/83G07/2017/5,Nchen–Ngaulong road section.,25.308028,93.471028,True,Debris,Slide,,,False,GSI Bhusanket
259,Assam,Dima Hasao,Nchen–Ngaulong slide No.3,AS/DIM/83G7/2017/6,Nchen–Ngaulong road section.,25.309111,93.470694,True,Debris,Slide,,,False,GSI Bhusanket
260,Assam,Dima Hasao,Vaitongsip,ASM/DIM/83C15/2017/06,New Sangbar-Kobak road,25.320232,92.818091,True,Earth,Slide,,,False,GSI Bhusanket
261,Assam,Dima Hasao,Vaitongsip,ASM/DIM/83C15/2017/05,New Sangbar-Kobak Road,25.323731,92.80751,True,Earth,Slide,,,False,GSI Bhusanket
262,Assam,Dima Hasao,Digarkaro Phaipha Slide No.2,AS/DIM/83G07/2017/64,"Digarkaro–Phaipha road 
section.",25.328139,93.334056,True,Rock cum debris,Slide,,,False,GSI Bhusanket
263,Assam,Dima Hasao,Digarkaro–Phaipha Slide No.1,AS/DIM/83G07/2017/63,"Digarkaro–Phaipha road 
section.",25.332083,93.334639,True,Debris,Slide,,,False,GSI Bhusanket
264,Assam,Dima Hasao,Vaitongsip Slide,ASM/DIM/83C15/2017/10,Vaitongsip village,25.336054,92.82053,True,Earth,Slide,,,False,GSI Bhusanket
265,Assam,Dima Hasao,Nutan Hajong–Nablaidisa slide No.1,AS/DIM/83G07/2017/19,"Nutan Hajong–Nablaidisa road 
section",25.362583,93.257722,True,Debris,Slide,,,False,GSI Bhusanket
266,Assam,Dima Hasao,Nutan Hajong–Nablaidisa slide No.2,AS/DIM/83G07/2017/20,"Nutan Hajong–Nablaidisa road 
section.",25.369972,93.260306,True,Rock cum debris,Slide,,,False,GSI Bhusanket
267,Assam,Dima Hasao,Mupa slide,AS/DIM/83G4/2015/23,North to Mupa,25.387,93.12,True,Earth,Flow,,,False,GSI Bhusanket
268,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.13,AS/DIM/83G07/2017/44,"Approx. 500 m NW of 
Mongjang.",25.394111,93.410417,True,Rock cum debris,Slide,,,False,GSI Bhusanket
269,Assam,Dima Hasao,Gunjang Slide,ASM/DIM/83C15/2017/14,"South to Dehangi (Gunjang-
Haflong road)",25.395431,92.990267,True,Earth,Slide,,,False,GSI Bhusanket
270,Assam,Dima Hasao,Nobdi Langting–Phath slide.,AS/DIM/83G07/2017/30,"Nobdi Langting–Phath road 
section",25.398083,93.297528,True,Soil,Slide,,,False,GSI Bhusanket
271,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.12,AS/DIM/83G07/2017/43,"Kepre Tongikro Mongjang road 
section.",25.402333,93.407583,True,Soil,Slide,,,False,GSI Bhusanket
272,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.10,AS/DIM/83G07/2017/41,"Kepre Tongikro Mongjang road 
section.",25.402472,93.390444,True,Debris,Slide,,,False,GSI Bhusanket
273,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.11,AS/DIM/83G07/2017/42,"Kepre Tongikro Mongjang road 
section.",25.4025,93.392194,True,Soil,Slide,,,False,GSI Bhusanket
274,Assam,Dima Hasao,Dedaodip slide,AS/DIM/83G4/2015/24,"Dedaodip,NH-54",25.404,93.132,True,Earth,Slide,,,False,GSI Bhusanket
275,Assam,Dima Hasao,Dedaodip slide,AS/DIM/83G4/2015/25,"Dedaodip,NH-54",25.405,93.133,True,Earth,Slide,,,False,GSI Bhusanket
276,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.9,AS/DIM/83G07/2017/40,"Kepre Tongikro Mongjang road 
section.",25.405,93.372194,True,Rock cum debris,Slide,,,False,GSI Bhusanket
277,Assam,Dima Hasao,Bagha Slide,ASM/DIM/83C15/2017/02,Umrangso_Dehangi Highway,25.40837,92.82826,True,Rock,Slide,,,False,GSI Bhusanket
278,Assam,Dima Hasao,Digar nala slide No.1,AS/DIM/83G07/2017/21,"Nablaidisa–Nobdi Langting road 
section",25.408497,93.283436,True,Soil,Slide,,,False,GSI Bhusanket
279,Assam,Dima Hasao,Digar nala slide No.2,AS/DIM/83G07/2017/22,"Nablaidisa Nobdi Langting road 
section.",25.410611,93.284,True,Soil,Slide,,,False,GSI Bhusanket
280,Assam,Dima Hasao,Digar nala slide No.3,AS/DIM/83G07/2017/23,"Nobdi Langting–Darangbra road 
section.",25.416056,93.284222,True,Soil,Slide,,,False,GSI Bhusanket
281,Assam,Dima Hasao,Sericulture farm slide.,ASM/DIM/83C15/2017/13,"Near Sericulture, Dehangi-
Umrangso road",25.41616,92.778653,True,Debris cum earth,Slide,,,False,GSI Bhusanket
282,Assam,Dima Hasao,Mupa-Langting  RF Rock slide,ASM/DH/83G4/2016/04,"NH 54, Mupa – Langting 
Reserved Forest",25.417333,93.129083,True,Rock,Slide,2015,,False,GSI Bhusanket
283,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.8,AS/DIM/83G07/2017/39,"Kepre Tongikro Mongjang road 
section.",25.417528,93.372528,True,Soil,Slide,,,False,GSI Bhusanket
284,Assam,Dima Hasao,Dehangi-1,AS/DIM/83G3/2015/59,Near Dehangi village,25.42,93.002,True,Earth,Slide,2014,,False,GSI Bhusanket
285,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.7,AS/DIM/83G07/2017/38,"Kepre Tongikro Mongjang road 
section.",25.420278,93.371306,True,Debris,Slide,,,False,GSI Bhusanket
286,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.6,AS/DIM/83G07/2017/37,"Kepre Tongikro Mongjang road 
section.",25.420806,93.371056,True,Rock,Fall,,,False,GSI Bhusanket
287,Assam,Dima Hasao,Dongki nala slide.,AS/DIM/83G07/2017/36,"Kepre Tongikro Mongjang road 
section.",25.421333,93.370361,True,Debris,Slide,,,False,GSI Bhusanket
288,Assam,Dima Hasao,Dehangi Slide,ASM/DIM/83C15/2017/09,Near  Dehangi village,25.422535,92.989119,True,Debris cum earth,Slide,,,False,GSI Bhusanket
289,Assam,Dima Hasao,Dehangi Slide,ASM/DIM/83C15/2017/01,Umrangso_Dehangi Highway,25.423438,92.985022,True,Debris cum earth,Slide,,,False,GSI Bhusanket
290,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.5,AS/DIM/83G07/2017/35,"Kepre Tongikro Mongjang road 
section.",25.423806,93.369722,True,Debris,Slide,,,False,GSI Bhusanket
291,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.4,AS/DIM/83G07/2017/34,"Kepre Tongikro Mongjang road 
section.",25.423861,93.369417,True,Debris,Slide,,,False,GSI Bhusanket
292,Assam,Dima Hasao,Dehangi-2,AS/DIM/83G3/2015/60,Near Dehangi village,25.424,93.0,True,Earth,Slide,2014,,False,GSI Bhusanket
293,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.2,AS/DIM/83G07/2017/32,"Kepre Tongikro Mongjang road 
section.",25.4255,93.363944,True,Debris,Slide,,,False,GSI Bhusanket
294,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.3,AS/DIM/83G07/2017/33,"Kepre Tongikro Mongjang road 
section.",25.425611,93.364444,True,Debris,Slide,,,False,GSI Bhusanket
295,Assam,Dima Hasao,Darangibra–Kepre slide No.1,AS/DIM/83G07/2017/24,Darangibra–Kepre road section.,25.428597,93.312597,True,Debris,Slide,,,False,GSI Bhusanket
296,Assam,Dima Hasao,NE of Darangibra slide.,AS/DIM/83G07/2017/25,"Approx. 3.5 km NE of 
Darangibra.",25.433903,93.328944,True,Debris,Slide,,,False,GSI Bhusanket
297,Assam,Dima Hasao,Baigaon Slide,ASM/DIM/83C15/2017/12,Near Baigaon village,25.434031,92.885056,True,Debris cum earth,Slide,,,False,GSI Bhusanket
298,Assam,Dima Hasao,Sengya Sambhudhan school slide No.2 Approx. 500 m south of Sengya,AS/DIM/83G07/2017/61,Sambhudhan school,25.435639,93.405944,True,Debris,Slide,,,False,GSI Bhusanket
299,Assam,Dima Hasao,New Nkio–Phaikulum slide No.2.,AS/DIM/83G07/2017/8,"New Nkio–Phaikulum road 
section.",25.435917,93.455944,True,Debris,Slide,,,False,GSI Bhusanket
300,Assam,Dima Hasao,Daoblibdisa market slide No.1,AS/DIM/83G07/2017/55,Near Daoblibdisa market,25.4365,93.402333,True,Soil,Slide,,,False,GSI Bhusanket
301,Assam,Dima Hasao,Sengya Sambhudhan school slide No.1 Approx. 500 m south of Sengya,AS/DIM/83G07/2017/60,Sambhudhan school,25.436528,93.4065,True,Debris,Slide,,,False,GSI Bhusanket
302,Assam,Dima Hasao,Sengya Sambhudhan school slide No.3 Approx. 500 m south of sengya,AS/DIM/83G07/2017/62,Sambhudhan school,25.436639,93.405917,True,Debris,Slide,,,False,GSI Bhusanket
303,Assam,Dima Hasao,Daoblibdisa market slide No.2,AS/DIM/83G07/2017/56,Near Daoblibdisa market,25.436694,93.402944,True,Soil,Slide,,,False,GSI Bhusanket
304,Assam,Dima Hasao,Daoblibdisa market slide No.4,AS/DIM/83G07/2017/58,Near Daoblibdisa market,25.436861,93.404583,True,Debris,Slide,,,False,GSI Bhusanket
305,Assam,Dima Hasao,New Nkio–Phaikulum slide No.1.,AS/DIM/83G07/2017/2,"New Nkio–Phaikulum road 
section.",25.436972,93.454111,True,Debris,Slide,,,False,GSI Bhusanket
306,Assam,Dima Hasao,Daoblibdisa market slide No.3,AS/DIM/83G07/2017/57,Near Daoblibdisa market,25.437111,93.403639,True,Soil,Slide,,,False,GSI Bhusanket
307,Assam,Dima Hasao,Daoblibdisa market slide No.5,AS/DIM/83G07/2017/59,Near Daoblibdisa market,25.4375,93.404444,True,Debris,Slide,,,False,GSI Bhusanket
308,Assam,Dima Hasao,Greenwood school compound Slide.,AS/DIM/83G07/2017/67,"Greenwood school compound, 
Khepre.",25.437722,93.349889,True,Soil,Slide,,,False,GSI Bhusanket
309,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.1,AS/DIM/83G07/2017/31,"Kepre Tongikro Mongjang road 
section.",25.438694,93.362583,True,Debris,Slide,,,False,GSI Bhusanket
310,Assam,Dima Hasao,Amardisa Slide,ASM/DIM/83C15/2017/08,Near  Amardisa  village,25.438723,92.912025,True,Earth,Slide,,,False,GSI Bhusanket
311,Assam,Dima Hasao,Darangibra–Kepre slide No.2,AS/DIM/83G07/2017/26,Darangibra–Kepre road section.,25.439372,93.354197,True,Debris,Slide,,,False,GSI Bhusanket
312,Assam,Dima Hasao,Amrudissa slide,ASM/DIM/83C15/2017/11,Near Amrudisa village,25.441734,92.892033,True,Debris cum earth,Slide,,,False,GSI Bhusanket
313,Assam,Dima Hasao,Amrudisa Slide,ASM/DIM/83C15/2017/15,Near  Amrudisa  village,25.441757,92.907383,True,Earth,Slide,,,False,GSI Bhusanket
314,Assam,Dima Hasao,Dalmia cement plant slide.,ASM/DIM/83C15/2017/07,"Dalmia cement plant, 16 kilo.",25.443082,92.989873,True,Earth,Slide,,,False,GSI Bhusanket
315,Assam,Dima Hasao,Nkio–Prasadimdik slide No.8,AS/DIM/83G07/2017/18,Nkio–Prasadimdik road section.,25.443417,93.421444,True,Debris,Slide,,,False,GSI Bhusanket
316,Assam,Dima Hasao,Nkio Prasadimdik slide No.1,AS/DIM/83G07/2017/11,NkioPrasadimdik road section,25.443639,93.431444,True,Debris,Slide,,,False,GSI Bhusanket
317,Assam,Dima Hasao,Nkio–Prasadimdik slide No.3,AS/DIM/83G07/2017/13,Nkio–Prasadimdik road section.,25.443861,93.426222,True,Debris,Slide,,,False,GSI Bhusanket
318,Assam,Dima Hasao,Nkio–Prasadimdik slide No.7,AS/DIM/83G07/2017/17,Nkio–Prasadimdik road section.,25.443972,93.422778,True,Debris,Slide,,,False,GSI Bhusanket
319,Assam,Dima Hasao,Nkio–Prasadimdik slide No.2,AS/DIM/83G07/2017/12,Nkio–Prasadimdik road section.,25.444028,93.4265,True,Debris,Slide,,,False,GSI Bhusanket
320,Assam,Dima Hasao,Nkio–Prasadimdik slide No.4,AS/DIM/83G07/2017/14,Nkio–Prasadimdik road section.,25.444167,93.425528,True,Rock cum debris,Slide,,,False,GSI Bhusanket
